device,useragent
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_6_1; like Mac OS X) AppleWebKit/603.45 (KHTML, like Gecko) Chrome/49.0.2310.109 Mobile Safari/600.2"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1;) AppleWebKit/603.38 (KHTML, like Gecko) Chrome/52.0.1999.327 Safari/603.1 Edge/8.25757"
mobile,"Mozilla/5.0 (Android; Android 6.0.1; HTC One_M9 dual sim Build/MRA58K) AppleWebKit/600.43 (KHTML, like Gecko) Chrome/50.0.2759.157 Mobile Safari/603.7"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_7) Gecko/20130401 Firefox/74.9
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.1; Win64; x64 Trident/7.0)
linux,"Mozilla/5.0 (Linux i684 x86_64; en-US) AppleWebKit/536.10 (KHTML, like Gecko) Chrome/54.0.3469.342 Safari/536"
edge,"Mozilla/5.0 (Windows NT 10.2; WOW64) AppleWebKit/600.31 (KHTML, like Gecko) Chrome/54.0.3305.138 Safari/601.3 Edge/13.46559"
linux,Mozilla/5.0 (Linux; Linux i582 x86_64; en-US) Gecko/20100101 Firefox/56.2
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/536.14 (KHTML, like Gecko) Chrome/55.0.3971.239 Safari/537.1 Edge/16.13774"
linux,"Mozilla/5.0 (Linux i544 x86_64; en-US) AppleWebKit/535.9 (KHTML, like Gecko) Chrome/53.0.3389.249 Safari/534"
android,"Mozilla/5.0 (Linux; U; Android 7.0; GT-I9700 Build/KTU84P) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/50.0.3825.335 Mobile Safari/601.3"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_3) AppleWebKit/600.22 (KHTML, like Gecko) Chrome/52.0.3949.347 Safari/536"
mobile,"Mozilla/5.0 (Android; Android 7.1.1; Nexus 9X Build/NME91E) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/51.0.1091.130 Mobile Safari/603.2"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; WOW64) AppleWebKit/535.26 (KHTML, like Gecko) Chrome/49.0.1141.331 Safari/600.2 Edge/8.62550"
edge,"Mozilla/5.0 (Windows; Windows NT 10.2; x64) AppleWebKit/536.13 (KHTML, like Gecko) Chrome/51.0.1807.262 Safari/535.9 Edge/11.60303"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_3) Gecko/20130401 Firefox/57.2
linux,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20130401 Firefox/68.7
chrome,"Mozilla/5.0 (U; Linux i646 x86_64; en-US) AppleWebKit/600.35 (KHTML, like Gecko) Chrome/48.0.3003.297 Safari/536"
linux,Mozilla/5.0 (Linux; U; Linux i544 ) Gecko/20100101 Firefox/60.4
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.2; Win64; x64; en-US) Gecko/20100101 Firefox/64.4
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.3; WOW64; en-US Trident/6.0)
mobile,"Mozilla/5.0 (Linux; Android 5.1.1; SM-G9350X Build/MMB29M) AppleWebKit/603.6 (KHTML, like Gecko) Chrome/47.0.3849.292 Mobile Safari/602.7"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/602.36 (KHTML, like Gecko) Chrome/52.0.3595.389 Safari/535.1 Edge/9.35227"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/52.0.3533.340 Safari/600"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_8; like Mac OS X) AppleWebKit/535.30 (KHTML, like Gecko) Chrome/52.0.3726.170 Mobile Safari/534.3"
edge,"Mozilla/5.0 (Windows NT 10.3;; en-US) AppleWebKit/535.44 (KHTML, like Gecko) Chrome/54.0.3023.171 Safari/534.9 Edge/11.15224"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.5; WOW64; en-US) AppleWebKit/601.49 (KHTML, like Gecko) Chrome/52.0.1793.175 Safari/533.3 Edge/14.37122"
chrome,"Mozilla/5.0 (Linux; U; Linux i586 x86_64; en-US) AppleWebKit/600.45 (KHTML, like Gecko) Chrome/52.0.1141.129 Safari/536"
firefox,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/45.1
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/602.46 (KHTML, like Gecko) Chrome/54.0.2569.164 Safari/601.5 Edge/11.84767"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.3; Win64; x64 Trident/4.0)
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_9_2; like Mac OS X) AppleWebKit/535.5 (KHTML, like Gecko) Chrome/53.0.1549.127 Mobile Safari/534.3"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_4_5) AppleWebKit/535.38 (KHTML, like Gecko) Chrome/54.0.3018.277 Safari/603"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; x64; en-US) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/50.0.2574.155 Safari/535.1 Edge/15.14207"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) Gecko/20100101 Firefox/62.7
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.0; x64 Trident/7.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_8; en-US) Gecko/20130401 Firefox/63.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_8_6; like Mac OS X) AppleWebKit/600.8 (KHTML, like Gecko) Chrome/49.0.1039.320 Mobile Safari/534.8"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.1;) Gecko/20100101 Firefox/69.1
windows,Mozilla/5.0 (Windows NT 6.3; x64) Gecko/20100101 Firefox/52.7
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_9) Gecko/20100101 Firefox/55.0
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_8; like Mac OS X) AppleWebKit/602.8 (KHTML, like Gecko) Chrome/54.0.2737.301 Mobile Safari/536.5"
firefox,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/71.5
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.2;; en-US) AppleWebKit/534.41 (KHTML, like Gecko) Chrome/52.0.1724.339 Safari/603.7 Edge/13.89003"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.0; x64; en-US) AppleWebKit/601.4 (KHTML, like Gecko) Chrome/52.0.1905.386 Safari/533"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4) Gecko/20130401 Firefox/58.0
edge,"Mozilla/5.0 (Windows NT 10.2; x64) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/54.0.1922.173 Safari/602.3 Edge/8.13462"
windows,Mozilla/5.0 (Windows; Windows NT 6.1; x64; en-US) Gecko/20100101 Firefox/60.7
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.0;; en-US Trident/6.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_4_1; like Mac OS X) AppleWebKit/601.42 (KHTML, like Gecko) Chrome/54.0.2946.227 Mobile Safari/534.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_0; like Mac OS X) AppleWebKit/533.41 (KHTML, like Gecko) Chrome/54.0.2441.262 Mobile Safari/536.3"
android,"Mozilla/5.0 (Linux; Android 5.1; SM-G935L Build/LMY47X) AppleWebKit/535.48 (KHTML, like Gecko) Chrome/53.0.2596.115 Mobile Safari/534.1"
chrome,"Mozilla/5.0 (Linux; U; Linux i550 ) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/48.0.3649.282 Safari/535"
mobile,"Mozilla/5.0 (Linux; U; Android 6.0.1; HTC One_M9 Build/MRA58K) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/55.0.2346.295 Mobile Safari/535.2"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0;) AppleWebKit/534.10 (KHTML, like Gecko) Chrome/49.0.3435.111 Safari/536.6 Edge/12.70510"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9) Gecko/20100101 Firefox/70.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_2; like Mac OS X) AppleWebKit/603.34 (KHTML, like Gecko) Chrome/47.0.2727.354 Mobile Safari/602.1"
android,"Mozilla/5.0 (Linux; Android 7.1; Xperia Build/NDE63X) AppleWebKit/602.1 (KHTML, like Gecko) Chrome/49.0.1354.148 Mobile Safari/601.0"
windows,Mozilla/5.0 (Windows NT 6.3; x64) Gecko/20100101 Firefox/50.3
firefox,Mozilla/5.0 (Windows; Windows NT 10.3; WOW64; en-US) Gecko/20130401 Firefox/50.5
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.0; x64; en-US Trident/5.0)
linux,Mozilla/5.0 (Linux; U; Linux i646 ; en-US) Gecko/20100101 Firefox/59.0
chrome,"Mozilla/5.0 (Linux i552 ; en-US) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/48.0.2205.153 Safari/602"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.1; Win64; x64 Trident/4.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3; like Mac OS X) AppleWebKit/602.41 (KHTML, like Gecko) Chrome/49.0.1619.256 Mobile Safari/603.8"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.0; WOW64) AppleWebKit/533.22 (KHTML, like Gecko) Chrome/53.0.2765.357 Safari/534"
firefox,Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) Gecko/20130401 Firefox/71.7
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.2; x64; en-US Trident/7.0)
mobile,"Mozilla/5.0 (Linux; Android 5.0.2; Nokia 1000 4G Build/GRK39F) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/50.0.3022.202 Mobile Safari/537.7"
firefox,Mozilla/5.0 (Windows NT 6.2; x64) Gecko/20100101 Firefox/45.9
windows,"Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/48.0.2689.137 Safari/600"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.1; Win64; x64 Trident/5.0)
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_8; like Mac OS X) AppleWebKit/533.39 (KHTML, like Gecko) Chrome/55.0.3733.315 Mobile Safari/603.6"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_3) Gecko/20130401 Firefox/62.5
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64; en-US) AppleWebKit/535.40 (KHTML, like Gecko) Chrome/49.0.3929.214 Safari/603.0 Edge/17.77166"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.1; Win64; x64 Trident/4.0)
android,"Mozilla/5.0 (Linux; U; Android 4.4; XT1080 Build/SU6-7.3) AppleWebKit/601.1 (KHTML, like Gecko) Chrome/48.0.2195.255 Mobile Safari/536.3"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_1; en-US) Gecko/20100101 Firefox/62.6
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0)
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_8; en-US) AppleWebKit/600.7 (KHTML, like Gecko) Chrome/50.0.2752.307 Safari/603"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_8_7; en-US) Gecko/20100101 Firefox/46.1
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.3; WOW64; en-US Trident/4.0)
firefox,Mozilla/5.0 (Windows NT 6.3; x64) Gecko/20100101 Firefox/66.8
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_7_8; en-US) AppleWebKit/603.31 (KHTML, like Gecko) Chrome/53.0.1095.233 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_8; like Mac OS X) AppleWebKit/601.23 (KHTML, like Gecko) Chrome/54.0.2346.132 Mobile Safari/603.2"
android,"Mozilla/5.0 (Android; Android 5.0.1; SAMSUNG-SM-N915F Build/LRX22C) AppleWebKit/601.45 (KHTML, like Gecko) Chrome/50.0.2152.333 Mobile Safari/600.8"
firefox,Mozilla/5.0 (Windows NT 10.1; Win64; x64) Gecko/20100101 Firefox/73.7
android,"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-G9350I Build/MMB29M) AppleWebKit/600.23 (KHTML, like Gecko) Chrome/53.0.2933.281 Mobile Safari/601.5"
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 10.0; Trident/7.0)
android,"Mozilla/5.0 (Linux; Android 4.3.1; Nokia 3310 Build/IMM76D) AppleWebKit/537.44 (KHTML, like Gecko) Chrome/48.0.3563.270 Mobile Safari/603.9"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_7) AppleWebKit/603.34 (KHTML, like Gecko) Chrome/52.0.3652.359 Safari/536"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.3; Win64; x64 Trident/6.0)
linux,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20100101 Firefox/54.4
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_1) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/52.0.1697.153 Safari/602"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_3_2) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/48.0.2170.269 Safari/600"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_0) AppleWebKit/536.31 (KHTML, like Gecko) Chrome/47.0.2412.275 Safari/603"
mobile,"Mozilla/5.0 (Linux; U; Android 5.0.1; LG-D326 Build/LRX22G) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/47.0.3106.202 Mobile Safari/537.6"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_3_2) AppleWebKit/602.36 (KHTML, like Gecko) Chrome/51.0.3520.273 Safari/603"
linux,Mozilla/5.0 (Linux; U; Linux i550 x86_64) Gecko/20130401 Firefox/74.7
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_9; en-US) AppleWebKit/537.7 (KHTML, like Gecko) Chrome/48.0.1427.257 Safari/533"
mobile,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One0P8B2 dual sim Build/MRA58K) AppleWebKit/602.28 (KHTML, like Gecko) Chrome/54.0.1364.176 Mobile Safari/535.5"
android,"Mozilla/5.0 (Linux; U; Android 4.4; Elephone P3000 Build/KTU84P) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/54.0.1813.311 Mobile Safari/534.0"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4; en-US) AppleWebKit/600.36 (KHTML, like Gecko) Chrome/50.0.1143.214 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_7; like Mac OS X) AppleWebKit/534.29 (KHTML, like Gecko) Chrome/52.0.1465.166 Mobile Safari/600.8"
linux,Mozilla/5.0 (Linux i565 x86_64; en-US) Gecko/20100101 Firefox/67.5
linux,"Mozilla/5.0 (Linux i546 x86_64; en-US) AppleWebKit/534.45 (KHTML, like Gecko) Chrome/54.0.1631.400 Safari/601"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_2_6) Gecko/20130401 Firefox/57.2
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7; en-US) Gecko/20130401 Firefox/74.2
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_9) Gecko/20100101 Firefox/69.4
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/603.40 (KHTML, like Gecko) Chrome/51.0.2022.400 Safari/536"
windows,"Mozilla/5.0 (Windows NT 6.3;; en-US) AppleWebKit/600.26 (KHTML, like Gecko) Chrome/50.0.2298.181 Safari/601"
mobile,"Mozilla/5.0 (Linux; U; Android 5.1; SAMSUNG SM-G928I Build/LRX22G) AppleWebKit/534.13 (KHTML, like Gecko) Chrome/50.0.1887.283 Mobile Safari/601.3"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_1; en-US) Gecko/20100101 Firefox/54.4
edge,"Mozilla/5.0 (Windows NT 10.5; x64) AppleWebKit/600.8 (KHTML, like Gecko) Chrome/49.0.2148.164 Safari/602.8 Edge/14.34847"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.3;; en-US Trident/4.0)
linux,"Mozilla/5.0 (Linux; U; Linux i540 x86_64; en-US) AppleWebKit/601.50 (KHTML, like Gecko) Chrome/51.0.3865.184 Safari/600"
linux,"Mozilla/5.0 (U; Linux i655 x86_64; en-US) AppleWebKit/601.43 (KHTML, like Gecko) Chrome/52.0.3104.271 Safari/533"
linux,Mozilla/5.0 (Linux i661 x86_64) Gecko/20100101 Firefox/52.1
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2; en-US) Gecko/20100101 Firefox/63.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_6; like Mac OS X) AppleWebKit/600.39 (KHTML, like Gecko) Chrome/49.0.3830.188 Mobile Safari/601.9"
windows,Mozilla/5.0 (Windows; U; Windows NT 6.1; Win64; x64; en-US) Gecko/20100101 Firefox/45.9
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.0; x64; en-US) Gecko/20130401 Firefox/56.6
edge,"Mozilla/5.0 (Windows NT 10.3; Win64; x64) AppleWebKit/603.28 (KHTML, like Gecko) Chrome/55.0.3764.286 Safari/537.2 Edge/13.17764"
mobile,"Mozilla/5.0 (Linux; U; Android 4.3.1; HTC Xplorer A310e Build/GRJ90) AppleWebKit/535.5 (KHTML, like Gecko) Chrome/54.0.1056.363 Mobile Safari/603.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_6_6; like Mac OS X) AppleWebKit/602.3 (KHTML, like Gecko) Chrome/50.0.2771.376 Mobile Safari/602.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_8; like Mac OS X) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/51.0.2257.363 Mobile Safari/534.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_3; like Mac OS X) AppleWebKit/533.43 (KHTML, like Gecko) Chrome/51.0.3626.343 Mobile Safari/602.3"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_8; like Mac OS X) AppleWebKit/533.8 (KHTML, like Gecko) Chrome/53.0.3360.118 Mobile Safari/602.7"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_4_1) Gecko/20100101 Firefox/67.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1; like Mac OS X) AppleWebKit/603.48 (KHTML, like Gecko) Chrome/55.0.1100.178 Mobile Safari/600.2"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_0; en-US) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/53.0.3784.341 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/48.0.3932.271 Safari/602"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.0; x64; en-US Trident/4.0)
mobile,"Mozilla/5.0 (Linux; Android 4.4; MOTOROLA MSM8960 Build/KVT49L) AppleWebKit/603.30 (KHTML, like Gecko) Chrome/53.0.2770.297 Mobile Safari/602.8"
android,"Mozilla/5.0 (Linux; Android 5.1; SM-G9350X Build/LMY47X) AppleWebKit/537.28 (KHTML, like Gecko) Chrome/51.0.1128.214 Mobile Safari/533.3"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0; x64; en-US) AppleWebKit/603.8 (KHTML, like Gecko) Chrome/51.0.3403.281 Safari/602.7 Edge/9.92963"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_8; like Mac OS X) AppleWebKit/601.13 (KHTML, like Gecko) Chrome/47.0.1967.296 Mobile Safari/535.5"
android,"Mozilla/5.0 (Linux; U; Android 5.1; SAMSUNG SM-G920F-ORANGE Build/LRX22G) AppleWebKit/534.8 (KHTML, like Gecko) Chrome/51.0.1041.146 Mobile Safari/602.7"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.3; Win64; x64 Trident/7.0)
windows,Mozilla/5.0 (Windows; U; Windows NT 10.0; WOW64; en-US) Gecko/20130401 Firefox/63.5
android,"Mozilla/5.0 (Android; Android 4.4.1; Nokia 3010 Build/IMM76D) AppleWebKit/533.47 (KHTML, like Gecko) Chrome/52.0.2898.172 Mobile Safari/602.1"
firefox,Mozilla/5.0 (Windows; Windows NT 6.2; x64; en-US) Gecko/20130401 Firefox/61.8
edge,"Mozilla/5.0 (Windows NT 10.3; WOW64) AppleWebKit/533.34 (KHTML, like Gecko) Chrome/47.0.2326.171 Safari/533.0 Edge/17.15654"
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/51.7
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/49.1
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.0;) AppleWebKit/537.33 (KHTML, like Gecko) Chrome/49.0.1401.202 Safari/535"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/52.0
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/49.5
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1; en-US) Gecko/20130401 Firefox/67.6
android,"Mozilla/5.0 (Linux; Android 4.4.4; XT1025 Build/[KXB20.9|KXC21.5]) AppleWebKit/602.10 (KHTML, like Gecko) Chrome/49.0.3656.302 Mobile Safari/601.2"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2) Gecko/20100101 Firefox/54.3
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_2_4; en-US) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/52.0.1565.335 Safari/602"
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/65.6
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 10.0;; en-US Trident/7.0)
chrome,"Mozilla/5.0 (Linux i555 ; en-US) AppleWebKit/600.32 (KHTML, like Gecko) Chrome/55.0.1855.335 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5; en-US) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/52.0.2495.253 Safari/600"
firefox,Mozilla/5.0 (Windows NT 10.2;; en-US) Gecko/20100101 Firefox/49.9
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.3; x64 Trident/5.0)
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.5;) Gecko/20100101 Firefox/61.6
chrome,"Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/535.3 (KHTML, like Gecko) Chrome/51.0.2225.254 Safari/533"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_7_9; like Mac OS X) AppleWebKit/603.49 (KHTML, like Gecko) Chrome/54.0.2050.245 Mobile Safari/602.6"
android,"Mozilla/5.0 (Android; Android 7.1; Nexus 6 Build/NPD90G) AppleWebKit/533.49 (KHTML, like Gecko) Chrome/47.0.3230.219 Mobile Safari/534.1"
linux,Mozilla/5.0 (Linux; U; Linux i584 x86_64; en-US) Gecko/20100101 Firefox/53.0
linux,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/600.12 (KHTML, like Gecko) Chrome/48.0.1904.209 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.3; WOW64; en-US) AppleWebKit/603.1 (KHTML, like Gecko) Chrome/50.0.3405.221 Safari/535"
android,"Mozilla/5.0 (Android; Android 5.0; Nokia 1000 LTE Build/GRK39F) AppleWebKit/536.39 (KHTML, like Gecko) Chrome/55.0.2894.304 Mobile Safari/603.4"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_8_5) AppleWebKit/601.31 (KHTML, like Gecko) Chrome/50.0.1250.266 Safari/533"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9) Gecko/20130401 Firefox/57.3
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_8; like Mac OS X) AppleWebKit/537.33 (KHTML, like Gecko) Chrome/51.0.2275.395 Mobile Safari/602.7"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_1_3) Gecko/20100101 Firefox/46.0
linux,"Mozilla/5.0 (Linux; Linux i564 ; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/55.0.1305.176 Safari/601"
windows,"Mozilla/5.0 (Windows; Windows NT 6.2; Win64; x64; en-US) AppleWebKit/534.44 (KHTML, like Gecko) Chrome/50.0.3738.321 Safari/536.8 Edge/9.58843"
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/53.4
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_5; like Mac OS X) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/49.0.1298.367 Mobile Safari/536.2"
chrome,"Mozilla/5.0 (U; Linux i542 x86_64) AppleWebKit/533.36 (KHTML, like Gecko) Chrome/49.0.3991.312 Safari/533"
android,"Mozilla/5.0 (Android; Android 5.0.1; Lenovo A7000-a Build/LRX21M;) AppleWebKit/537.24 (KHTML, like Gecko) Chrome/51.0.3707.173 Mobile Safari/603.5"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; x64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/52.0.3110.106 Safari/601.3 Edge/9.56262"
android,"Mozilla/5.0 (Android; Android 4.4; LG-F300K Build/KOT49H) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/49.0.3632.393 Mobile Safari/600.6"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_7_6) AppleWebKit/603.42 (KHTML, like Gecko) Chrome/49.0.3353.300 Safari/600"
linux,Mozilla/5.0 (U; Linux i644 x86_64) Gecko/20100101 Firefox/71.2
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_3_1; en-US) Gecko/20100101 Firefox/64.8
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_6_7; like Mac OS X) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/50.0.3431.141 Mobile Safari/534.6"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_6; en-US) Gecko/20130401 Firefox/60.1
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; x64; en-US Trident/4.0)
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; WOW64) AppleWebKit/534.29 (KHTML, like Gecko) Chrome/55.0.3480.150 Safari/536.4 Edge/17.37011"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.2; WOW64 Trident/7.0)
